"country","iso2","iso3","year","new","type","sex","age","cases"
"France","FR","FRA",1996,"new","sp","m","3544",413
"France","FR","FRA",1996,"new","sp","m","4554",351
"France","FR","FRA",1996,"new","sp","m","5564",248
"France","FR","FRA",1996,"new","sp","m","65",475
"France","FR","FRA",1996,"new","sp","f","014",22
"France","FR","FRA",1996,"new","sp","f","1524",124
"France","FR","FRA",1996,"new","sp","f","2534",195
"France","FR","FRA",1996,"new","sp","f","3544",131
"France","FR","FRA",1996,"new","sp","f","4554",79
"France","FR","FRA",1996,"new","sp","f","5564",82
"France","FR","FRA",1996,"new","sp","f","65",376
"France","FR","FRA",1997,"new","sp","m","014",24
"France","FR","FRA",1997,"new","sp","m","1524",113
"France","FR","FRA",1997,"new","sp","m","2534",288
"France","FR","FRA",1997,"new","sp","m","3544",362
"France","FR","FRA",1997,"new","sp","m","4554",271
"France","FR","FRA",1997,"new","sp","m","5564",194
"France","FR","FRA",1997,"new","sp","m","65",343
"France","FR","FRA",1997,"new","sp","f","014",17
"France","FR","FRA",1997,"new","sp","f","1524",117
"France","FR","FRA",1997,"new","sp","f","2534",166
"France","FR","FRA",1997,"new","sp","f","3544",115
"France","FR","FRA",1997,"new","sp","f","4554",80
"France","FR","FRA",1997,"new","sp","f","5564",57
"France","FR","FRA",1997,"new","sp","f","65",274
"France","FR","FRA",1999,"new","sp","m","014",13
"France","FR","FRA",1999,"new","sp","m","1524",147
"France","FR","FRA",1999,"new","sp","m","2534",267
"France","FR","FRA",1999,"new","sp","m","3544",310
"France","FR","FRA",1999,"new","sp","m","4554",276
"France","FR","FRA",1999,"new","sp","m","5564",157
"France","FR","FRA",1999,"new","sp","m","65",318
"France","FR","FRA",1999,"new","sp","f","014",25
"France","FR","FRA",1999,"new","sp","f","1524",110
"France","FR","FRA",1999,"new","sp","f","2534",145
"France","FR","FRA",1999,"new","sp","f","3544",120
"France","FR","FRA",1999,"new","sp","f","4554",80
"France","FR","FRA",1999,"new","sp","f","5564",60
"France","FR","FRA",1999,"new","sp","f","65",284
"France","FR","FRA",2000,"new","sp","m","014",10
"France","FR","FRA",2000,"new","sp","m","1524",136
"France","FR","FRA",2000,"new","sp","m","2534",248
"France","FR","FRA",2000,"new","sp","m","3544",247
"France","FR","FRA",2000,"new","sp","m","4554",211
"France","FR","FRA",2000,"new","sp","m","5564",125
"France","FR","FRA",2000,"new","sp","m","65",244
"France","FR","FRA",2000,"new","sp","f","014",18
"France","FR","FRA",2000,"new","sp","f","1524",108
"France","FR","FRA",2000,"new","sp","f","2534",127
"France","FR","FRA",2000,"new","sp","f","3544",89
"France","FR","FRA",2000,"new","sp","f","4554",46
"France","FR","FRA",2000,"new","sp","f","5564",43
"France","FR","FRA",2000,"new","sp","f","65",155
"France","FR","FRA",2001,"new","sp","m","014",10
"France","FR","FRA",2001,"new","sp","m","1524",124
"France","FR","FRA",2001,"new","sp","m","2534",230
"France","FR","FRA",2001,"new","sp","m","3544",260
"France","FR","FRA",2001,"new","sp","m","4554",205
"France","FR","FRA",2001,"new","sp","m","5564",119
"France","FR","FRA",2001,"new","sp","m","65",211
"France","FR","FRA",2001,"new","sp","f","014",17
"France","FR","FRA",2001,"new","sp","f","1524",131
"France","FR","FRA",2001,"new","sp","f","2534",132
"France","FR","FRA",2001,"new","sp","f","3544",102
"France","FR","FRA",2001,"new","sp","f","4554",63
"France","FR","FRA",2001,"new","sp","f","5564",40
"France","FR","FRA",2001,"new","sp","f","65",183
"France","FR","FRA",2002,"new","sp","m","014",24
"France","FR","FRA",2002,"new","sp","m","1524",138
"France","FR","FRA",2002,"new","sp","m","2534",265
"France","FR","FRA",2002,"new","sp","m","3544",223
"France","FR","FRA",2002,"new","sp","m","4554",219
"France","FR","FRA",2002,"new","sp","m","5564",119
"France","FR","FRA",2002,"new","sp","m","65",180
"France","FR","FRA",2002,"new","sp","f","014",13
"France","FR","FRA",2002,"new","sp","f","1524",106
"France","FR","FRA",2002,"new","sp","f","2534",127
"France","FR","FRA",2002,"new","sp","f","3544",90
"France","FR","FRA",2002,"new","sp","f","4554",56
"France","FR","FRA",2002,"new","sp","f","5564",33
"France","FR","FRA",2002,"new","sp","f","65",161
"France","FR","FRA",2003,"new","sp","m","014",18
"France","FR","FRA",2003,"new","sp","m","1524",129
"France","FR","FRA",2003,"new","sp","m","2534",249
"France","FR","FRA",2003,"new","sp","m","3544",223
"France","FR","FRA",2003,"new","sp","m","4554",190
"France","FR","FRA",2003,"new","sp","m","5564",127
"France","FR","FRA",2003,"new","sp","m","65",210
"France","FR","FRA",2003,"new","sp","f","014",16
"France","FR","FRA",2003,"new","sp","f","1524",114
"France","FR","FRA",2003,"new","sp","f","2534",129
"France","FR","FRA",2003,"new","sp","f","3544",79
"France","FR","FRA",2003,"new","sp","f","4554",44
"France","FR","FRA",2003,"new","sp","f","5564",32
"France","FR","FRA",2003,"new","sp","f","65",159
"France","FR","FRA",2004,"new","sp","m","014",13
"France","FR","FRA",2004,"new","sp","m","1524",109
"France","FR","FRA",2004,"new","sp","m","2534",222
"France","FR","FRA",2004,"new","sp","m","3544",220
"France","FR","FRA",2004,"new","sp","m","4554",200
"France","FR","FRA",2004,"new","sp","m","5564",138
"France","FR","FRA",2004,"new","sp","m","65",216
"France","FR","FRA",2004,"new","sp","f","014",11
"France","FR","FRA",2004,"new","sp","f","1524",96
"France","FR","FRA",2004,"new","sp","f","2534",116
"France","FR","FRA",2004,"new","sp","f","3544",82
"France","FR","FRA",2004,"new","sp","f","4554",53
"France","FR","FRA",2004,"new","sp","f","5564",34
"France","FR","FRA",2004,"new","sp","f","65",171
"France","FR","FRA",2005,"new","sp","m","014",12
"France","FR","FRA",2005,"new","sp","m","1524",127
"France","FR","FRA",2005,"new","sp","m","2534",212
"France","FR","FRA",2005,"new","sp","m","3544",222
"France","FR","FRA",2005,"new","sp","m","4554",196
"France","FR","FRA",2005,"new","sp","m","5564",134
"France","FR","FRA",2005,"new","sp","m","65",205
"France","FR","FRA",2005,"new","sp","f","014",16
"France","FR","FRA",2005,"new","sp","f","1524",104
"France","FR","FRA",2005,"new","sp","f","2534",134
"France","FR","FRA",2005,"new","sp","f","3544",82
"France","FR","FRA",2005,"new","sp","f","4554",56
"France","FR","FRA",2005,"new","sp","f","5564",38
"France","FR","FRA",2005,"new","sp","f","65",180
"France","FR","FRA",2006,"new","sp","m","014",17
"France","FR","FRA",2006,"new","sp","m","1524",137
"France","FR","FRA",2006,"new","sp","m","2534",214
"France","FR","FRA",2006,"new","sp","m","3544",238
"France","FR","FRA",2006,"new","sp","m","4554",209
"France","FR","FRA",2006,"new","sp","m","5564",153
"France","FR","FRA",2006,"new","sp","m","65",278
"France","FR","FRA",2006,"new","sp","f","014",15
"France","FR","FRA",2006,"new","sp","f","1524",112
"France","FR","FRA",2006,"new","sp","f","2534",158
"France","FR","FRA",2006,"new","sp","f","3544",91
"France","FR","FRA",2006,"new","sp","f","4554",67
"France","FR","FRA",2006,"new","sp","f","5564",44
"France","FR","FRA",2006,"new","sp","f","65",170
"France","FR","FRA",2006,"new","sn","m","014",59
"France","FR","FRA",2006,"new","sn","m","1524",92
"France","FR","FRA",2006,"new","sn","m","2534",171
"France","FR","FRA",2006,"new","sn","m","3544",151
"France","FR","FRA",2006,"new","sn","m","4554",131
"France","FR","FRA",2006,"new","sn","m","5564",108
"France","FR","FRA",2006,"new","sn","m","65",198
"France","FR","FRA",2006,"new","sn","f","014",52
"France","FR","FRA",2006,"new","sn","f","1524",90
"France","FR","FRA",2006,"new","sn","f","2534",128
"France","FR","FRA",2006,"new","sn","f","3544",92
"France","FR","FRA",2006,"new","sn","f","4554",81
"France","FR","FRA",2006,"new","sn","f","5564",57
"France","FR","FRA",2006,"new","sn","f","65",205
"France","FR","FRA",2006,"new","ep","m","014",39
"France","FR","FRA",2006,"new","ep","m","1524",92
"France","FR","FRA",2006,"new","ep","m","2534",140
"France","FR","FRA",2006,"new","ep","m","3544",103
"France","FR","FRA",2006,"new","ep","m","4554",84
"France","FR","FRA",2006,"new","ep","m","5564",64
"France","FR","FRA",2006,"new","ep","m","65",133
"France","FR","FRA",2006,"new","ep","f","014",46
"France","FR","FRA",2006,"new","ep","f","1524",62
"France","FR","FRA",2006,"new","ep","f","2534",97
"France","FR","FRA",2006,"new","ep","f","3544",102
"France","FR","FRA",2006,"new","ep","f","4554",88
"France","FR","FRA",2006,"new","ep","f","5564",69
"France","FR","FRA",2006,"new","ep","f","65",152
"France","FR","FRA",2007,"new","sp","m","014",17
"France","FR","FRA",2007,"new","sp","m","1524",120
"France","FR","FRA",2007,"new","sp","m","2534",225
"France","FR","FRA",2007,"new","sp","m","3544",196
"France","FR","FRA",2007,"new","sp","m","4554",219
"France","FR","FRA",2007,"new","sp","m","5564",156
"France","FR","FRA",2007,"new","sp","m","65",273
"France","FR","FRA",2007,"new","sp","f","014",20
"France","FR","FRA",2007,"new","sp","f","1524",127
"France","FR","FRA",2007,"new","sp","f","2534",167
"France","FR","FRA",2007,"new","sp","f","3544",91
"France","FR","FRA",2007,"new","sp","f","4554",56
"France","FR","FRA",2007,"new","sp","f","5564",61
"France","FR","FRA",2007,"new","sp","f","65",188
"France","FR","FRA",2007,"new","sn","m","014",66
"France","FR","FRA",2007,"new","sn","m","1524",123
"France","FR","FRA",2007,"new","sn","m","2534",207
"France","FR","FRA",2007,"new","sn","m","3544",186
"France","FR","FRA",2007,"new","sn","m","4554",159
"France","FR","FRA",2007,"new","sn","m","5564",127
"France","FR","FRA",2007,"new","sn","m","65",225
"France","FR","FRA",2007,"new","sn","f","014",67
"France","FR","FRA",2007,"new","sn","f","1524",97
"France","FR","FRA",2007,"new","sn","f","2534",150
"France","FR","FRA",2007,"new","sn","f","3544",100
"France","FR","FRA",2007,"new","sn","f","4554",76
"France","FR","FRA",2007,"new","sn","f","5564",61
"France","FR","FRA",2007,"new","sn","f","65",206
"France","FR","FRA",2007,"new","ep","m","014",92
"France","FR","FRA",2007,"new","ep","m","1524",142
"France","FR","FRA",2007,"new","ep","m","2534",332
"France","FR","FRA",2007,"new","ep","m","3544",216
"France","FR","FRA",2007,"new","ep","m","4554",164
"France","FR","FRA",2007,"new","ep","m","5564",138
"France","FR","FRA",2007,"new","ep","m","65",264
"France","FR","FRA",2007,"new","ep","f","014",90
"France","FR","FRA",2007,"new","ep","f","1524",122
"France","FR","FRA",2007,"new","ep","f","2534",224
"France","FR","FRA",2007,"new","ep","f","3544",178
"France","FR","FRA",2007,"new","ep","f","4554",166
"France","FR","FRA",2007,"new","ep","f","5564",138
"France","FR","FRA",2007,"new","ep","f","65",294
"France","FR","FRA",2008,"new","sp","m","014",10
"France","FR","FRA",2008,"new","sp","m","1524",73
"France","FR","FRA",2008,"new","sp","m","2534",136
"France","FR","FRA",2008,"new","sp","m","3544",161
"France","FR","FRA",2008,"new","sp","m","4554",134
"France","FR","FRA",2008,"new","sp","m","5564",110
"France","FR","FRA",2008,"new","sp","m","65",175
"France","FR","FRA",2008,"new","sp","f","014",8
"France","FR","FRA",2008,"new","sp","f","1524",57
"France","FR","FRA",2008,"new","sp","f","2534",96
"France","FR","FRA",2008,"new","sp","f","3544",71
"France","FR","FRA",2008,"new","sp","f","4554",50
"France","FR","FRA",2008,"new","sp","f","5564",38
"France","FR","FRA",2008,"new","sp","f","65",101
"France","FR","FRA",2008,"new","sn","m","014",28
"France","FR","FRA",2008,"new","sn","m","1524",58
"France","FR","FRA",2008,"new","sn","m","2534",123
"France","FR","FRA",2008,"new","sn","m","3544",101
"France","FR","FRA",2008,"new","sn","m","4554",93
"France","FR","FRA",2008,"new","sn","m","5564",88
"France","FR","FRA",2008,"new","sn","m","65",143
"France","FR","FRA",2008,"new","sn","f","014",39
"France","FR","FRA",2008,"new","sn","f","1524",64
"France","FR","FRA",2008,"new","sn","f","2534",89
"France","FR","FRA",2008,"new","sn","f","3544",65
"France","FR","FRA",2008,"new","sn","f","4554",50
"France","FR","FRA",2008,"new","sn","f","5564",54
"France","FR","FRA",2008,"new","sn","f","65",113
"France","FR","FRA",2008,"new","ep","m","014",34
"France","FR","FRA",2008,"new","ep","m","1524",50
"France","FR","FRA",2008,"new","ep","m","2534",116
"France","FR","FRA",2008,"new","ep","m","3544",84
"France","FR","FRA",2008,"new","ep","m","4554",63
"France","FR","FRA",2008,"new","ep","m","5564",47
"France","FR","FRA",2008,"new","ep","m","65",89
"France","FR","FRA",2008,"new","ep","f","014",34
"France","FR","FRA",2008,"new","ep","f","1524",48
"France","FR","FRA",2008,"new","ep","f","2534",75
"France","FR","FRA",2008,"new","ep","f","3544",73
"France","FR","FRA",2008,"new","ep","f","4554",67
"France","FR","FRA",2008,"new","ep","f","5564",40
"France","FR","FRA",2008,"new","ep","f","65",133
"France","FR","FRA",2009,"new","sp","m","014",11
"France","FR","FRA",2009,"new","sp","m","1524",74
"France","FR","FRA",2009,"new","sp","m","2534",109
"France","FR","FRA",2009,"new","sp","m","3544",114
"France","FR","FRA",2009,"new","sp","m","4554",97
"France","FR","FRA",2009,"new","sp","m","5564",81
"France","FR","FRA",2009,"new","sp","m","65",125
"France","FR","FRA",2009,"new","sp","f","014",9
"France","FR","FRA",2009,"new","sp","f","1524",63
"France","FR","FRA",2009,"new","sp","f","2534",87
"France","FR","FRA",2009,"new","sp","f","3544",69
"France","FR","FRA",2009,"new","sp","f","4554",35
"France","FR","FRA",2009,"new","sp","f","5564",23
"France","FR","FRA",2009,"new","sp","f","65",108
"France","FR","FRA",2009,"new","sn","m","014",39
"France","FR","FRA",2009,"new","sn","m","1524",66
"France","FR","FRA",2009,"new","sn","m","2534",115
"France","FR","FRA",2009,"new","sn","m","3544",100
"France","FR","FRA",2009,"new","sn","m","4554",72
"France","FR","FRA",2009,"new","sn","m","5564",67
"France","FR","FRA",2009,"new","sn","m","65",155
"France","FR","FRA",2009,"new","sn","f","014",35
"France","FR","FRA",2009,"new","sn","f","1524",61
"France","FR","FRA",2009,"new","sn","f","2534",76
"France","FR","FRA",2009,"new","sn","f","3544",64
"France","FR","FRA",2009,"new","sn","f","4554",46
"France","FR","FRA",2009,"new","sn","f","5564",27
"France","FR","FRA",2009,"new","sn","f","65",104
"France","FR","FRA",2009,"new","ep","m","014",27
"France","FR","FRA",2009,"new","ep","m","1524",49
"France","FR","FRA",2009,"new","ep","m","2534",84
"France","FR","FRA",2009,"new","ep","m","3544",83
"France","FR","FRA",2009,"new","ep","m","4554",51
"France","FR","FRA",2009,"new","ep","m","5564",45
"France","FR","FRA",2009,"new","ep","m","65",98
"France","FR","FRA",2009,"new","ep","f","014",21
"France","FR","FRA",2009,"new","ep","f","1524",40
"France","FR","FRA",2009,"new","ep","f","2534",66
"France","FR","FRA",2009,"new","ep","f","3544",67
"France","FR","FRA",2009,"new","ep","f","4554",42
"France","FR","FRA",2009,"new","ep","f","5564",46
"France","FR","FRA",2009,"new","ep","f","65",96
"France","FR","FRA",2010,"new","sp","m","014",10
"France","FR","FRA",2010,"new","sp","m","1524",60
"France","FR","FRA",2010,"new","sp","m","2534",139
"France","FR","FRA",2010,"new","sp","m","3544",114
"France","FR","FRA",2010,"new","sp","m","4554",99
"France","FR","FRA",2010,"new","sp","m","5564",76
"France","FR","FRA",2010,"new","sp","m","65",110
"France","FR","FRA",2010,"new","sp","f","014",10
"France","FR","FRA",2010,"new","sp","f","1524",47
"France","FR","FRA",2010,"new","sp","f","2534",76
"France","FR","FRA",2010,"new","sp","f","3544",49
"France","FR","FRA",2010,"new","sp","f","4554",45
"France","FR","FRA",2010,"new","sp","f","5564",25
"France","FR","FRA",2010,"new","sp","f","65",97
"France","FR","FRA",2010,"new","sn","m","014",35
"France","FR","FRA",2010,"new","sn","m","1524",64
"France","FR","FRA",2010,"new","sn","m","2534",111
"France","FR","FRA",2010,"new","sn","m","3544",95
"France","FR","FRA",2010,"new","sn","m","4554",73
"France","FR","FRA",2010,"new","sn","m","5564",73
"France","FR","FRA",2010,"new","sn","m","65",132
"France","FR","FRA",2010,"new","sn","f","014",35
"France","FR","FRA",2010,"new","sn","f","1524",58
"France","FR","FRA",2010,"new","sn","f","2534",84
"France","FR","FRA",2010,"new","sn","f","3544",49
"France","FR","FRA",2010,"new","sn","f","4554",52
"France","FR","FRA",2010,"new","sn","f","5564",39
"France","FR","FRA",2010,"new","sn","f","65",109
"France","FR","FRA",2010,"new","ep","m","014",36
"France","FR","FRA",2010,"new","ep","m","1524",47
"France","FR","FRA",2010,"new","ep","m","2534",92
"France","FR","FRA",2010,"new","ep","m","3544",81
"France","FR","FRA",2010,"new","ep","m","4554",46
"France","FR","FRA",2010,"new","ep","m","5564",45
"France","FR","FRA",2010,"new","ep","m","65",81
"France","FR","FRA",2010,"new","ep","f","014",21
"France","FR","FRA",2010,"new","ep","f","1524",29
"France","FR","FRA",2010,"new","ep","f","2534",50
"France","FR","FRA",2010,"new","ep","f","3544",51
"France","FR","FRA",2010,"new","ep","f","4554",44
"France","FR","FRA",2010,"new","ep","f","5564",43
"France","FR","FRA",2010,"new","ep","f","65",98
"France","FR","FRA",2011,"new","sp","m","014",12
"France","FR","FRA",2011,"new","sp","m","1524",89
"France","FR","FRA",2011,"new","sp","m","2534",113
"France","FR","FRA",2011,"new","sp","m","3544",116
"France","FR","FRA",2011,"new","sp","m","4554",95
"France","FR","FRA",2011,"new","sp","m","5564",73
"France","FR","FRA",2011,"new","sp","m","65",102
"France","FR","FRA",2011,"new","sp","f","014",7
"France","FR","FRA",2011,"new","sp","f","1524",58
"France","FR","FRA",2011,"new","sp","f","2534",69
"France","FR","FRA",2011,"new","sp","f","3544",50
"France","FR","FRA",2011,"new","sp","f","4554",36
"France","FR","FRA",2011,"new","sp","f","5564",24
"France","FR","FRA",2011,"new","sp","f","65",66
"France","FR","FRA",2011,"new","sn","m","014",32
"France","FR","FRA",2011,"new","sn","m","1524",67
"France","FR","FRA",2011,"new","sn","m","2534",125
"France","FR","FRA",2011,"new","sn","m","3544",88
"France","FR","FRA",2011,"new","sn","m","4554",76
"France","FR","FRA",2011,"new","sn","m","5564",65
"France","FR","FRA",2011,"new","sn","m","65",144
"France","FR","FRA",2011,"new","sn","f","014",38
"France","FR","FRA",2011,"new","sn","f","1524",50
"France","FR","FRA",2011,"new","sn","f","2534",93
"France","FR","FRA",2011,"new","sn","f","3544",66
"France","FR","FRA",2011,"new","sn","f","4554",60
"France","FR","FRA",2011,"new","sn","f","5564",44
"France","FR","FRA",2011,"new","sn","f","65",87
"France","FR","FRA",2011,"new","ep","m","014",31
"France","FR","FRA",2011,"new","ep","m","1524",32
"France","FR","FRA",2011,"new","ep","m","2534",87
"France","FR","FRA",2011,"new","ep","m","3544",74
"France","FR","FRA",2011,"new","ep","m","4554",44
"France","FR","FRA",2011,"new","ep","m","5564",39
"France","FR","FRA",2011,"new","ep","m","65",96
"France","FR","FRA",2011,"new","ep","f","014",29
"France","FR","FRA",2011,"new","ep","f","1524",26
"France","FR","FRA",2011,"new","ep","f","2534",64
"France","FR","FRA",2011,"new","ep","f","3544",43
"France","FR","FRA",2011,"new","ep","f","4554",41
"France","FR","FRA",2011,"new","ep","f","5564",28
"France","FR","FRA",2011,"new","ep","f","65",73
"France","FR","FRA",2012,"new","sp","m","014",8
"France","FR","FRA",2012,"new","sp","m","1524",63
"France","FR","FRA",2012,"new","sp","m","2534",114
"France","FR","FRA",2012,"new","sp","m","3544",98
"France","FR","FRA",2012,"new","sp","m","4554",90
"France","FR","FRA",2012,"new","sp","m","5564",56
"France","FR","FRA",2012,"new","sp","m","65",90
"France","FR","FRA",2012,"new","sp","f","014",14
"France","FR","FRA",2012,"new","sp","f","1524",43
"France","FR","FRA",2012,"new","sp","f","2534",81
"France","FR","FRA",2012,"new","sp","f","3544",74
"France","FR","FRA",2012,"new","sp","f","4554",23
"France","FR","FRA",2012,"new","sp","f","5564",24
"France","FR","FRA",2012,"new","sp","f","65",80
"France","FR","FRA",2012,"new","sn","m","014",39
"France","FR","FRA",2012,"new","sn","m","1524",68
"France","FR","FRA",2012,"new","sn","m","2534",131
"France","FR","FRA",2012,"new","sn","m","3544",82
"France","FR","FRA",2012,"new","sn","m","4554",91
"France","FR","FRA",2012,"new","sn","m","5564",72
"France","FR","FRA",2012,"new","sn","m","65",121
"France","FR","FRA",2012,"new","sn","f","014",46
"France","FR","FRA",2012,"new","sn","f","1524",59
"France","FR","FRA",2012,"new","sn","f","2534",78
"France","FR","FRA",2012,"new","sn","f","3544",56
"France","FR","FRA",2012,"new","sn","f","4554",49
"France","FR","FRA",2012,"new","sn","f","5564",39
"France","FR","FRA",2012,"new","sn","f","65",96
"France","FR","FRA",2012,"new","ep","m","014",30
"France","FR","FRA",2012,"new","ep","m","1524",39
"France","FR","FRA",2012,"new","ep","m","2534",96
"France","FR","FRA",2012,"new","ep","m","3544",58
"France","FR","FRA",2012,"new","ep","m","4554",43
"France","FR","FRA",2012,"new","ep","m","5564",44
"France","FR","FRA",2012,"new","ep","m","65",72
"France","FR","FRA",2012,"new","ep","f","014",22
"France","FR","FRA",2012,"new","ep","f","1524",36
"France","FR","FRA",2012,"new","ep","f","2534",76
"France","FR","FRA",2012,"new","ep","f","3544",42
"France","FR","FRA",2012,"new","ep","f","4554",46
"France","FR","FRA",2012,"new","ep","f","5564",38
"France","FR","FRA",2012,"new","ep","f","65",73
"France","FR","FRA",2013,"new","rel","m","014",139
"France","FR","FRA",2013,"new","rel","m","1524",340
"France","FR","FRA",2013,"new","rel","m","2534",642
"France","FR","FRA",2013,"new","rel","m","3544",469
"France","FR","FRA",2013,"new","rel","m","4554",389
"France","FR","FRA",2013,"new","rel","m","5564",314
"France","FR","FRA",2013,"new","rel","m","65",587
"France","FR","FRA",2013,"new","rel","f","014",116
"France","FR","FRA",2013,"new","rel","f","1524",254
"France","FR","FRA",2013,"new","rel","f","2534",374
"France","FR","FRA",2013,"new","rel","f","3544",262
"France","FR","FRA",2013,"new","rel","f","4554",199
"France","FR","FRA",2013,"new","rel","f","5564",188
"France","FR","FRA",2013,"new","rel","f","65",407
"French Polynesia","PF","PYF",1996,"new","sp","m","014",1
"French Polynesia","PF","PYF",1996,"new","sp","m","1524",4
"French Polynesia","PF","PYF",1996,"new","sp","m","2534",7
"French Polynesia","PF","PYF",1996,"new","sp","m","3544",5
"French Polynesia","PF","PYF",1996,"new","sp","m","4554",2
"French Polynesia","PF","PYF",1996,"new","sp","m","5564",1
"French Polynesia","PF","PYF",1996,"new","sp","m","65",3
"French Polynesia","PF","PYF",1996,"new","sp","f","014",0
"French Polynesia","PF","PYF",1996,"new","sp","f","1524",5
"French Polynesia","PF","PYF",1996,"new","sp","f","2534",4
"French Polynesia","PF","PYF",1996,"new","sp","f","3544",2
"French Polynesia","PF","PYF",1996,"new","sp","f","4554",0
"French Polynesia","PF","PYF",1996,"new","sp","f","5564",2
"French Polynesia","PF","PYF",1996,"new","sp","f","65",1
"French Polynesia","PF","PYF",1997,"new","sp","m","014",1
"French Polynesia","PF","PYF",1997,"new","sp","m","1524",4
"French Polynesia","PF","PYF",1997,"new","sp","m","2534",2
"French Polynesia","PF","PYF",1997,"new","sp","m","3544",4
"French Polynesia","PF","PYF",1997,"new","sp","m","4554",3
"French Polynesia","PF","PYF",1997,"new","sp","m","5564",5
"French Polynesia","PF","PYF",1997,"new","sp","m","65",3
"French Polynesia","PF","PYF",1997,"new","sp","f","014",1
"French Polynesia","PF","PYF",1997,"new","sp","f","1524",5
"French Polynesia","PF","PYF",1997,"new","sp","f","2534",3
"French Polynesia","PF","PYF",1997,"new","sp","f","3544",2
"French Polynesia","PF","PYF",1997,"new","sp","f","4554",3
"French Polynesia","PF","PYF",1997,"new","sp","f","5564",2
"French Polynesia","PF","PYF",1997,"new","sp","f","65",3
"French Polynesia","PF","PYF",1998,"new","sp","m","014",0
"French Polynesia","PF","PYF",1998,"new","sp","m","1524",4
"French Polynesia","PF","PYF",1998,"new","sp","m","2534",4
"French Polynesia","PF","PYF",1998,"new","sp","m","3544",3
"French Polynesia","PF","PYF",1998,"new","sp","m","4554",1
"French Polynesia","PF","PYF",1998,"new","sp","m","5564",5
"French Polynesia","PF","PYF",1998,"new","sp","m","65",4
"French Polynesia","PF","PYF",1998,"new","sp","f","014",3
"French Polynesia","PF","PYF",1998,"new","sp","f","1524",1
"French Polynesia","PF","PYF",1998,"new","sp","f","2534",2
"French Polynesia","PF","PYF",1998,"new","sp","f","3544",5
"French Polynesia","PF","PYF",1998,"new","sp","f","4554",1
"French Polynesia","PF","PYF",1998,"new","sp","f","5564",0
"French Polynesia","PF","PYF",1998,"new","sp","f","65",1
"French Polynesia","PF","PYF",1999,"new","sp","m","014",0
"French Polynesia","PF","PYF",1999,"new","sp","m","1524",2
"French Polynesia","PF","PYF",1999,"new","sp","m","2534",2
"French Polynesia","PF","PYF",1999,"new","sp","m","3544",2
"French Polynesia","PF","PYF",1999,"new","sp","m","4554",1
"French Polynesia","PF","PYF",1999,"new","sp","m","5564",2
"French Polynesia","PF","PYF",1999,"new","sp","m","65",4
"French Polynesia","PF","PYF",1999,"new","sp","f","014",4
"French Polynesia","PF","PYF",1999,"new","sp","f","1524",2
"French Polynesia","PF","PYF",1999,"new","sp","f","2534",2
"French Polynesia","PF","PYF",1999,"new","sp","f","3544",4
"French Polynesia","PF","PYF",1999,"new","sp","f","4554",2
"French Polynesia","PF","PYF",1999,"new","sp","f","5564",3
"French Polynesia","PF","PYF",1999,"new","sp","f","65",3
"French Polynesia","PF","PYF",2000,"new","sp","m","014",1
"French Polynesia","PF","PYF",2000,"new","sp","m","1524",3
"French Polynesia","PF","PYF",2000,"new","sp","m","2534",3
"French Polynesia","PF","PYF",2000,"new","sp","m","3544",4
"French Polynesia","PF","PYF",2000,"new","sp","m","4554",4
"French Polynesia","PF","PYF",2000,"new","sp","m","5564",4
"French Polynesia","PF","PYF",2000,"new","sp","m","65",3
"French Polynesia","PF","PYF",2000,"new","sp","f","014",1
"French Polynesia","PF","PYF",2000,"new","sp","f","1524",4
"French Polynesia","PF","PYF",2000,"new","sp","f","2534",1
"French Polynesia","PF","PYF",2000,"new","sp","f","3544",0
"French Polynesia","PF","PYF",2000,"new","sp","f","4554",1
"French Polynesia","PF","PYF",2000,"new","sp","f","5564",0
"French Polynesia","PF","PYF",2000,"new","sp","f","65",0
"French Polynesia","PF","PYF",2001,"new","sp","m","014",2
"French Polynesia","PF","PYF",2001,"new","sp","m","1524",5
"French Polynesia","PF","PYF",2001,"new","sp","m","2534",1
"French Polynesia","PF","PYF",2001,"new","sp","m","3544",2
"French Polynesia","PF","PYF",2001,"new","sp","m","4554",4
"French Polynesia","PF","PYF",2001,"new","sp","m","5564",4
"French Polynesia","PF","PYF",2001,"new","sp","m","65",5
"French Polynesia","PF","PYF",2001,"new","sp","f","014",3
"French Polynesia","PF","PYF",2001,"new","sp","f","1524",7
"French Polynesia","PF","PYF",2001,"new","sp","f","2534",1
"French Polynesia","PF","PYF",2001,"new","sp","f","3544",1
"French Polynesia","PF","PYF",2001,"new","sp","f","4554",3
"French Polynesia","PF","PYF",2001,"new","sp","f","5564",4
"French Polynesia","PF","PYF",2001,"new","sp","f","65",3
"French Polynesia","PF","PYF",2002,"new","sp","m","014",0
"French Polynesia","PF","PYF",2002,"new","sp","m","1524",4
"French Polynesia","PF","PYF",2002,"new","sp","m","2534",2
"French Polynesia","PF","PYF",2002,"new","sp","m","3544",1
"French Polynesia","PF","PYF",2002,"new","sp","m","4554",3
"French Polynesia","PF","PYF",2002,"new","sp","m","5564",3
"French Polynesia","PF","PYF",2002,"new","sp","m","65",1
"French Polynesia","PF","PYF",2002,"new","sp","f","014",0
"French Polynesia","PF","PYF",2002,"new","sp","f","1524",4
"French Polynesia","PF","PYF",2002,"new","sp","f","2534",2
